Spółka,Kwartały,Wartość księgowa,Cena/WK,Zysk na akcję,Cena/Zysk,Przychód,Cena/Przychód,Zysk operacyjny,Cena/Zysk operacyjny,Wartość księgowa Grahama,Cena/Wartość księgowa Grahama,Wartość przedsiębiorstwa,Wartość przedsiębiorstwa/Przychody,Wartość przedsiębiorstwa/EBIT,Wartość przedsiębiorstwa/EBITDA,ROE,ROA,Marża zysku operacyjnego,Marża zysku netto,Marża zysku ze sprzedaży,Marża zysku brutto,Marża zysku brutto ze sprzedaży,Rentowność operacyjna aktywów,Udział zysku netto w przepływach operacyjnych,Wskaźnik źródeł finansowania inwestycji,Zadłużenie ogólne,Zadłużenie kapitału własnego,Zadłużenie długoterminowe,Zadłużenie środków trwałych,Pokrycie aktywów trwałych kapitałami stałymi,Trwałość struktury finansowania,Zastosowanie kapitału obcego,Wskaźnik ogólnej sytuacji finansowej,Zadłużenie netto,Zadłużenie netto / EBITDA,Zadłużenie finansowe netto,Zadłużenie finansowe netto / EBITDA,I stopień pokrycia,II stopień pokrycia,Płynność gotówkowa,Płynność szybka,Płynność bieżąca,Płynność podwyższona,Pokrycie zobowiązań należnościami,Udział kapitału pracującego w aktywach,Pokrycie kosztów kapitałem obrotowym,Rotacja należności,Cykl należności,Cykl zobowiązań,Rotacja zapasów,Cykl zapasów,Rotacja majątku obrotowego,Rotacja majątku trwałego,Rotacja majątku ogółem,Cykl operacyjny,Cykl konwersji gotówki,Data
MBR,2025/Q1,"73,34","4,16","19,81","15,40","82,17","3,71","27,02","11,29","-29,08",,"321,32","3,91","9,48","11,89","27,01%","14,55%","32,88%","24,11%","32,21%","30,17%","41,91%","19,85%","69,31%","60,27%","0,46","0,85","0,64","1,96","1,17","0,89","1,88","1,34",166 915 000,"1,40",57 342 000,"0,48","0,71","1,17","0,98","2,13","2,21","0,98","1,10","0,13","0,44","4,75",77,113,"49,05",7,"2,59","0,83","0,63",84,-29,2025-05-01
MBW,2023/Q4,"7,89","1,35","0,34","31,41","9,16","1,16","0,40","26,58","3,01","3,53","9,16","1,00","20,37","22,87","4,30%","3,17%","4,37%","3,70%","4,07%","4,65%",,"3,74%","537,68%","332,63%","0,26","0,36","0,05","3,29","1,69","0,77","0,48","0,78",117 352 520,"2,33",-166 628 404,"-3,31","1,62","1,69","0,72","1,57","2,39","0,72","0,67","0,32","0,39","5,59",65,97,"4,39",83,"1,58","1,88","0,86",148,51,2024-02-01
MCD,2025/Q1,"0,02","45,46","-0,39",,"0,07","12,52","0,01","78,90","0,03","29,67","0,86","12,99","-90,07","81,87","-2 131,97%","-564,86%","15,87%","-587,14%","17,50%","-646,20%",,"15,27%","320 062,50%",,"0,55","2,07","1,72","0,10","19,96","0,72","0,57","3,35",2 473 000,"-3,93",2 053 000,"-3,26","5,83","15,86","0,03","-0,63","10,28","0,03","0,86","0,86","0,79","2,56",143,143,"1,19",308,"0,88","0,86","0,43",451,308,2025-05-01
MCI,2025/Q1,"40,27","0,63","0,28","90,99","0,91","27,71","0,63","40,15","-5,41",,"30,60","33,64","47,74","48,75","0,69%","0,59%","69,02%","30,45%","45,82%","23,68%","99,62%","1,35%","-43,94%",,"0,14","0,16","0,15","0,01","1,01","0,99","6,80","5,99",302 853 000,"9,01",283 165 000,"8,42","0,88","1,01","1,75","2,88","2,88","1,75","1,13","0,01","-62,35","2,96",123,131,,,"1,00","0,02","0,02",,,2025-05-01
MCR,2024/Q3,"13,77","2,17","1,30","22,94","33,58","0,89","1,74","17,16","7,35","4,07","34,66","1,03","11,75","19,89","9,47%","5,06%","5,19%","3,88%","5,67%","5,02%","24,33%","6,76%","54,16%","114,50%","0,46","0,86","0,39","0,64","2,90","0,74","0,62","1,29",167 359 000,"3,64",74 128 000,"1,61","2,09","2,90","0,16","2,32","2,94","0,17","1,23","0,49","0,52","4,09",89,76,"5,92",62,"2,18","3,02","1,27",151,75,2024-11-01
MDA,2025/Q1,"0,10","1,66","0,01","17,11","0,03","5,76","0,01","14,71","-0,00",,"0,17","5,93","7,82","15,14","9,71%","6,09%","39,17%","33,68%","37,98%","37,71%","73,52%","7,08%","46,59%","93,75%","0,30","0,48","0,04","0,18","0,92","0,65","1,04","0,92",12 002 000,"2,14",1 230 000,"0,22","0,89","0,92","0,04","0,36","1,05","0,04","0,32","0,01","-0,77","2,43",150,501,"0,27",1 370,"0,40","0,36","0,19",1 520,1 019,2025-05-01
MDB,2025/Q1,"0,09","2,91","-0,04",,"0,01","38,45","-0,04",,"-0,03",,"0,26","38,44","-13,45","-6,44","-48,80%","-20,66%","-596,56%","-645,38%","-600,22%","-650,11%",,"-19,09%","191,15%",,"0,43","1,01","0,45","3,67","1,05","0,61","1,55","0,91",6 227 000,"-4,69",-2 000,"0,00","0,59","0,85","0,00","0,54","1,16","0,00","0,20","0,04","0,31","0,86",423,2 285,"1 085,33",0,"0,13","0,04","0,03",,,2025-05-01
MDG,2025/Q1,"7,30","3,56","-1,64",,"2,39","10,89","-1,61",,"-1,25",,"26,57","11,13","-21,54","-16,53","-22,41%","-15,51%","-67,37%","-68,51%","-73,02%","-67,14%",,"-15,25%","202,09%","-335,25%","0,31","0,44","0,29","0,13","1,10","0,89","1,62","1,39",26 706 000,"-2,17",5 704 000,"-0,46","0,85","1,10","0,49","1,08","1,76","0,49","0,58","0,08","0,23","3,39",108,151,"4,27",85,"1,01","0,28","0,22",193,42,2025-05-01
MDI,2025/Q1,"0,29","4,59","-0,06",,"4,65","0,29","-0,07",,"0,07","20,42","1,23","0,26","-20,35","-16,87","-21,90%","-3,27%","-1,57%","-1,38%","-1,01%","-1,63%","1,34%","-3,71%","1 429,95%","-12,23%","0,85","5,70","0,36","0,08","1,75","0,20","0,96","1,24",71 691 000,"-25,72",-5 294 000,"1,90","1,29","1,75","0,07","1,09","1,11","0,07","1,02","0,09","0,04","3,27",112,109,"193,58",2,"2,93","21,20","2,57",114,5,2025-05-01
MDP,2025/Q1,"0,13","5,15","0,05","13,27","0,00",,"-0,01",,"0,13","5,44","0,71",,"-101,96","-101,96","38,79%","32,32%",,,,,,"-4,28%","-471,72%",,"0,16","0,20",,,,,"0,17","2,91",-2 360 000,"13,04",307 000,"-1,70","16,96","16,96","0,01","5,81","5,83","4,42","1,34","0,79","11,58",,,,,,,,,,,2025-05-01
MEG,2025/Q1,"7,80","0,75","0,39","14,93","16,91","0,35","0,58","10,05","1,59","3,68","5,78","0,34","3,68","9,93","5,02%","3,16%","3,44%","2,32%","2,80%","2,92%","49,16%","4,70%","19,50%","138,14%","0,26","0,41","0,01","114,81","1,22","0,63","0,67","0,69",8 473 000,"2,00",-188 000,"-0,04","1,03","1,03","0,02","0,62","1,52","0,02","0,97","0,13","0,22","5,94",61,73,"5,20",70,"3,47","2,14","1,33",131,58,2025-05-01
MER,2025/Q1,"3,97","0,38","-0,59",,"1,40","1,07","-0,50",,"1,49","1,00","2,57","1,84","-6,76","-5,08","-14,97%","-10,25%","-36,16%","-42,57%","-19,22%","-42,61%",,"-8,71%","348,58%",,"0,27","0,39","0,24","2,15","1,89","0,85","0,51","0,73",-2 139 000,"0,56",10 858 000,"-2,83","1,43","1,78","0,09","4,38","5,25","3,04","1,16","0,42","1,59","2,11",173,162,"6,06",60,"0,45","0,48","0,23",233,71,2025-05-01
MEX,2025/Q1,"1,90","1,93","0,10","35,38","14,40","0,25","0,49","7,41","-6,98",,"9,66","0,67","4,94","19,56","5,46%","0,97%","3,43%","0,72%","2,44%","1,19%","12,49%","4,62%","5,57%","136,56%","0,81","4,56","2,89","1,34","0,82","0,69","5,22","1,09",59 706 000,"3,98",46 005 000,"3,07","0,21","0,82","0,27","0,45","0,52","0,27","0,16","-0,14","-0,13","27,44",13,71,"54,18",7,"8,68","1,70","1,42",20,-51,2025-05-01
MFD,2025/Q1,"9,40","0,13","0,03","39,91","10,48","0,11","0,32","3,79","2,46","0,49","4,02","0,38","9,63","12,70","0,32%","0,23%","3,02%","0,29%","1,81%","0,37%",,"2,40%","81,79%","217,58%","0,29","0,40","0,01","5,23","1,36","0,72","0,61","0,82",36 237 000,"8,93",27 400 000,"6,75","1,35","1,36","0,02","0,93","1,68","0,02","0,91","0,19","0,25","3,25",112,139,"3,20",114,"1,60","1,24","0,70",226,87,2025-05-01
MFO,2025/Q1,"47,17","0,67","1,14","27,58","95,00","0,33","2,01","15,68","4,27","7,38","36,96","0,39","11,00","18,39","2,42%","1,32%","2,12%","1,20%","1,56%","1,35%","10,75%","2,32%","32,14%","563,35%","0,46","0,84","0,26","2,96","1,39","0,69","0,90","0,99",199 483 000,"8,99",36 046 000,"1,62","1,10","1,39","0,34","0,99","1,61","0,34","0,62","0,19","0,20","6,66",55,88,"5,75",63,"2,25","2,44","1,17",118,30,2025-05-01
MGT,2025/Q1,"81,68","0,84","3,41","20,07","112,75","0,61","5,27","12,98","4,03","16,98","93,82","0,83","7,78","17,81","4,17%","2,46%","4,67%","3,02%","4,63%","3,30%","19,47%","3,80%","34,26%","123,68%","0,40","0,68","0,26","3,11","1,30","0,74","0,93","0,96",331 103 000,"4,11",169 741 000,"2,11","1,03","1,30","0,15","1,02","1,73","0,17","0,83","0,18","0,30","4,35",84,109,"3,47",105,"1,94","1,41","0,82",189,80,2025-05-01
MIL,2025/Q1,"6,60","2,14","0,63","22,28","8,22","1,72","0,88","16,13",,,,,,,"9,61%","0,54%","10,67%","7,73%",,,,"0,74%","7,61%","84,17%","0,94","16,82",,,,,,,70 224 886 000,"54,35",,,,,,,,,,,,"0,13",2 744,4 781,,,,,"0,07",,,2025-05-01
MIR,2025/Q1,"0,62","1,28","-0,07",,"1,05","0,75","-0,03",,"-0,18",,"1,07","1,02","-162,07","-34,22","-10,56%","-5,27%","-2,99%","-6,24%","-3,01%","-5,23%","30,87%","-2,53%","286,59%","-209,09%","0,50","1,00","0,47","0,19","1,14","0,73","1,40","1,09",29 459 000,"-93,82",13 461 000,"-42,87","0,78","1,14","0,00","0,44","1,33","0,00","0,44","0,09","0,16","8,11",45,113,"2,28",160,"2,33","1,30","0,84",205,92,2025-05-01
MLB,2025/Q1,"4,26","1,20","0,50","10,26","10,73","0,48","0,77","6,64","4,37","1,17","2,50","0,23","2,71","3,26","11,67%","8,40%","7,16%","4,63%","7,37%","7,24%",,"12,99%","98,89%","38,00%","0,20","0,27","0,01","8,03","12,52","0,73","0,21","2,34",-12 963 000,"-2,01",-18 151 000,"-2,82","11,16","11,23","2,35","4,45","4,88","2,66","2,13","0,74","0,45","4,62",79,38,,,"2,06","23,94","1,89",,,2025-05-01
MLG,2025/Q1,"112,28","0,77","13,05","6,65","16,06","5,40","19,46","4,46","-122,35",,"190,44","11,86","9,74","9,79","11,63%","5,08%","121,14%","81,28%","49,13%","99,25%","61,50%","7,58%","268,33%","98,94%","0,56","1,29","1,22","0,01","1,06","0,97","6,51","3,11",3 036 338 000,"6,47",2 486 731 000,"5,30","0,48","1,06","2,46","3,05","3,05","2,47","0,57","0,06","2,45","3,71",98,402,,,"0,79","0,07","0,06",,,2025-05-01
MLK,2021/Q1,"-5,23",,"-0,48",,"-2,06",,"-0,94",,"-13,68",,"11,32",,"-11,65","-12,05","9,09%","-2,66%","45,52%","23,02%","-13,82%","9,75%","5,28%","-5,26%","-490,03%",,"1,29","-4,40","-0,28","3,35","-0,44","-0,21","2,47","-1,51",714 004 563,"-23,51",325 000 001,"-10,70","-0,61","-0,44","0,01","0,39","0,43","0,01","0,29","-0,68","6,34","-0,29",-1 264,-4 080,"-1,70",-215,"-0,20","-0,18","-0,10",-1 479,2 601,2021-05-01
MLM,2025/Q1,"0,21","7,48","0,05","33,98","0,40","3,87","0,08","18,77","0,14","10,95","1,62","4,00","16,53","19,45","22,00%","13,44%","20,59%","11,38%","21,11%","14,35%",,"24,33%","345,89%","-4 000,00%","0,29","0,47","0,05","3,85","2,17","0,64","0,41","0,84",939 000,"0,87",614 000,"0,57","2,07","2,17","0,14","2,48","2,74","0,15","2,32","0,45","0,50","2,91",125,82,"13,47",27,"1,83","4,44","1,30",152,70,2025-05-01
MLP,2025/Q1,"-0,12",,"-0,12",,"2,27","0,19","-0,10",,"-0,36",,"0,54","0,24","-7,58","-5,22","104,25%","-20,97%","-4,52%","-5,36%","-6,17%","-5,36%",,"-17,69%","-276,25%",,"1,20","-5,96","-0,48","3,69","-0,24","-0,10","2,06","-0,99",8 739 000,"-9,72",1 474 000,"-1,64","-0,48","-0,25","0,01","0,31","0,53","0,01","0,23","-0,52","-0,13","15,00",24,89,"18,26",20,"6,72","9,45","3,93",44,-45,2025-05-01
MLS,2025/Q1,"17,34","0,86","-8,67",,"19,03","0,78","-7,12",,"-38,09",,"32,23","1,69","-8,98","-4,52","-50,01%","-13,20%","-37,42%","-45,56%","-34,01%","-44,84%","1,39%","-10,84%","-73,19%","376,07%","0,74","2,79","1,66","1,77","0,83","0,70","4,71","1,47",353 277 000,"-13,34",128 177 000,"-4,84","0,31","0,83","0,02","0,33","0,52","0,02","0,30","-0,14","-0,61","2,47",148,350,"4,04",90,"1,46","0,34","0,27",238,-112,2025-05-01
MLT,2025/Q1,"-0,02",,"-0,05",,"0,03","6,78","-0,05",,"-0,02",,"0,26","8,22","-5,37","-5,23","338,81%","-117,31%","-157,04%","-168,15%","-97,41%","-158,89%",,"-109,56%","-298,68%",,"1,29","-3,72",,,,,"1,37","-7,66",484 000,"-1,17",389 000,"-0,94","-5,58","-5,58","0,03","0,25","0,73","0,03","0,27","-0,35","-0,26","1,71",214,659,"1,54",236,"0,46","10,09","0,44",450,-209,2025-05-01
MMC,2025/Q1,"2,73","3,57","0,78","12,57","12,04","0,81","0,91","10,72","2,65","3,68","8,07","0,67","6,61","8,87","28,41%","16,31%","7,55%","6,45%","-1,15%","7,24%",,"19,11%","93,18%",,"0,28","0,49","0,02","5,04","4,45","0,58","0,33","1,17",-463 000,"-0,35",-1 807 000,"-1,38","3,50","3,56","1,37","2,55","3,09","1,37","1,11","0,57","0,23","6,16",59,44,,,"2,62","14,03","2,21",,,2025-05-01
MMS,2025/Q1,"0,51","2,35","0,05","25,29","0,22","5,53","0,06","20,96","0,52","2,31","1,19","5,53","18,85","20,94","9,29%","7,35%","26,40%","21,88%","25,74%","24,51%",,"8,87%","-442,97%",,"0,17","0,21",,,,,"0,17","4,78",1 272 000,"1,67",-12 000,"-0,02","27,86","27,86","0,01","1,07","5,82","0,01","1,30","0,80","3,36","1,81",201,194,"0,29",1 240,"0,32","10,47","0,31",1 441,1 247,2025-05-01
MNC,2025/Q1,"14,20","1,69","1,94","12,39","28,65","0,84","2,20","10,93","6,00","4,00","26,59","0,93","10,13","12,11","13,64%","6,54%","7,66%","6,76%","6,74%","9,16%","11,21%","7,42%","89,83%","582,93%","0,46","0,96","0,03","4,98","1,46","0,50","0,69","0,98",567 471 000,"4,23",132 075 000,"0,98","1,42","1,46","0,07","0,34","1,49","0,19","0,15","0,22","0,26","16,32",22,126,"2,05",178,"1,70","3,27","1,12",200,74,2025-05-01
MND,2025/Q1,"0,75","1,24","0,25","3,66","3,86","0,24","0,32","2,92","0,45","2,06","0,73","0,19","1,92","2,30","33,77%","20,56%","8,21%","6,55%","8,00%","7,83%",,"25,77%","126,42%","6,44%","0,36","0,58","0,07","2,03","2,47","0,65","0,49","1,08",745 000,"0,45",-865 000,"-0,52","2,19","2,34","0,66","2,20","2,32","0,70","0,53","0,41","0,14","5,68",64,69,"6 960,00",0,"3,41","11,22","2,62",,,2025-05-01
MNS,2025/Q1,"54,42","1,06","4,71","12,22","976,08","0,06","10,34","5,57","50,65","1,14","38,15","0,04","3,59","3,69","8,66%","3,13%","1,06%","0,48%","1,11%","0,56%",,"6,88%","69,16%","11,24%","0,64","1,76",,,,,"0,65","9,19",79 453 000,"7,19",-20 229 000,"-1,83","14,05","14,05","0,20","0,60","1,53","0,20","0,40","0,34","0,05","15,82",23,37,"13,13",28,"6,45","248,75","6,29",51,14,2025-05-01
MO2,2025/Q1,"0,01","5,41","-0,03",,"0,13","0,52","-0,03",,"0,00","18,56","0,10","0,75","-4,25","-3,82","-230,18%","-45,70%","-19,72%","-22,05%","-19,06%","-21,90%",,"-40,86%","113,36%","23,63%","0,77","3,89",,,,,"0,93","1,08",26 563 000,"-1,99",17 688 000,"-1,33","1,17","1,17","0,05","0,17","1,08","0,05","0,15","0,06","0,02","34,39",11,124,"3,22",113,"2,27","10,37","1,86",124,0,2025-05-01
MOC,2025/Q1,"4,86","1,89","-1,47",,"0,14","67,59","-1,51",,"1,60","5,74","7,50","55,21","-5,67","-4,95","-30,17%","-27,58%","-1 114,83%","-1 079,96%","-1 109,51%","-1 079,96%",,"-28,47%","103,29%","296,08%","0,09","0,09","0,05","1,68","1,57","0,96","0,22","0,33",-31 421 000,"1,18",-33 965 000,"1,27","1,49","1,57","10,06","10,28","10,28","10,06","0,22","0,35","1,28","0,30",1 225,589,,,"0,07","0,05","0,03",,,2025-05-01
MOJ,2025/Q1,"4,45","0,31","0,34","4,01","7,60","0,18","0,39","3,52","0,47","2,88","1,18","0,15","2,36","3,04","7,62%","3,75%","5,09%","4,46%","4,66%","4,38%","20,45%","4,28%","166,77%","46,71%","0,48","0,97","0,26","1,39","1,39","0,62","0,90","0,95",40 719 000,"8,31",-1 801 000,"-0,37","1,05","1,33","0,06","0,67","1,52","0,06","0,62","0,18","0,28","4,15",88,141,"2,63",139,"1,73","1,80","0,88",227,86,2025-05-01
MOL,2025/Q1,"54,72","0,56","4,99","6,10","120,73","0,25","8,07","3,78","-13,39",,"43,15","0,36","2,89","5,35","9,13%","4,70%","6,69%","4,14%","12,17%","6,63%",,"7,60%","43,12%","111,53%","0,43","0,84","0,41","2,59","1,05","0,72","1,41","1,05",33 414 440 800,"2,73",10 385 408 800,"0,85","0,74","1,05","0,18","0,89","1,37","0,22","0,60","0,08","0,09","8,95",41,72,"9,51",38,"3,79","1,68","1,16",79,7,2025-05-01
MON,2025/Q1,"9,97","0,50","0,71","6,99","10,50","0,47","0,60","8,22","4,54","1,09","4,06","0,39","4,63","6,76","7,09%","5,86%","5,73%","6,73%","6,68%","7,73%","61,43%","4,98%","-73,59%",,"0,17","0,21","0,07","2,69","1,96","0,88","0,32","0,58",4 737 000,"0,18",-26 785 000,"-1,00","1,84","1,96","0,93","1,89","4,75","1,39","0,49","0,43","1,39","18,07",20,53,"1,09",334,"1,52","2,10","0,88",354,301,2025-05-01
MOV,2025/Q1,"8,90","1,80","-0,24",,"6,56","2,44","0,75","21,40","1,34","11,96","14,69","2,24","4,51","19,64","-2,70%","-2,01%","11,41%","-3,67%","23,17%","-14,64%",,"6,24%","-12,14%","70,22%","0,19","0,26","0,17","0,02","1,24","0,87","0,63","0,67",1 756 000,"0,21",-3 383 000,"-0,40","1,06","1,24","1,68","4,55","4,55","2,01","2,54","0,24","1,12","2,78",131,70,,,"1,51","0,65","0,45",,,2025-05-01
MPS,2025/Q1,"-1,53",,"-0,85",,"1,64","2,75","-0,47",,"-4,18",,"4,44","2,71","-10,99","-9,38","55,07%","-16,88%","-28,93%","-51,65%","-29,37%","-56,19%",,"-9,45%","59,41%",,"1,30","-4,25","-2,88","0,02","1,09","0,58","2,79","-1,60",8 007 000,"-15,98",-73 000,"0,15","-0,58","1,08","0,03","0,27","1,11","0,03","0,03","0,05","0,12","14,47",25,497,"1,41",260,"0,49","1,05","0,33",285,-212,2025-05-01
MPY,2025/Q1,"0,22","1,19","0,00","229,89","0,40","0,67","0,02","11,57","0,14","1,92","0,23","0,58","6,86","9,97","0,52%","0,17%","5,79%","0,29%","6,12%","0,00%",,"3,37%","-1,16%","-230,81%","0,67","2,04","0,35","0,07","3,48","0,44","0,77","1,96",28 963 000,"12,55",-2 551 000,"-1,11","2,55","3,46","0,10","1,39","1,58","0,10","0,25","0,32","0,60","6,01",61,308,"10,92",33,"0,74","4,44","0,63",94,-214,2025-05-01
MRB,2025/Q1,"10,08","1,31","0,94","14,07","28,18","0,47","1,39","9,46","2,42","5,45","15,01","0,53","9,30","10,77","9,29%","4,32%","4,94%","3,32%","8,26%","4,18%",,"6,42%","-38,17%","-111,09%","0,54","1,15","0,51","0,46","1,98","0,70","0,83","1,09",1 156 957 000,"6,51",201 066 000,"1,13","1,32","1,98","0,17","1,61","2,15","0,17","1,44","0,35","0,29","3,56",103,91,"7,31",50,"2,02","3,88","1,33",153,62,2025-05-01
MRC,2025/Q1,"94,25","0,48","7,13","6,31","57,23","0,79","4,09","11,01","53,39","0,84","32,58","0,57","4,97","7,97","7,56%","6,85%","7,14%","12,45%","-2,94%","8,51%",,"3,92%","-67,70%",,"0,10","0,11","0,01","23,64","2,36","0,92","0,16","0,37",-167 382 000,"-2,61",-121 356 000,"-1,90","2,32","2,36","1,45","4,47","7,15","3,07","1,40","0,53","0,97","4,90",75,59,"3,24",113,"0,92","1,42","0,56",188,129,2025-05-01
MRD,2023/Q4,"0,04","3,53","-0,03",,"0,00",,"-0,03",,"-0,25",,"0,33",,"746,41","-10,37","-79,12%","-4,46%",,,,,,"-4,46%",,,"0,49","8,64","4,68","0,35","0,91","0,32","3,42","0,22",785 000,"785,00",425 000,"425,00","0,07","0,37","0,00","-1,41","0,64","0,00","0,41","-0,08","-5,00",,,,,,,,,,,2024-02-01
MRG,2022/Q3,"0,06","2,91","-0,00",,"0,00","91,42","-0,00",,"-0,03",,"0,18","96,42","-139,96","-109,11","-2,90%","-1,77%","-88,37%","-91,11%","-293,07%","-91,11%",,"-1,71%",,,"0,38","0,62","0,16","0,16","0,77","0,71","5,57","3,64",14 883 000,"-28,24",3 818 000,"-7,24","0,65","0,76","0,01","0,03","0,24","0,01",,"-0,21","-2,93","0,73",502,5 486,"2,39",153,"0,29","0,02","0,02",655,-4 831,2022-11-01
MRH,2025/Q1,"-0,40",,"-0,04",,"0,00",,"-0,04",,"-0,38",,"0,51",,"-13,84","-13,84","10,29%","-408,59%",,,,,,"-371,88%","1 025,49%",,"37,89","-0,95",,,,,"142,65","-7 715,08",4 848 000,"-10,18",-2 000,"0,00","-54,09","-54,09","0,00","-0,07","0,01","0,00","0,00","-37,63","-12,01",,,,,,,,,,,2025-05-01
MRK,2025/Q1,"-7,37",,"0,51","0,65","0,19","1,73","0,12","2,73","-3,69",,"0,31","1,65","2,60","2,60","-6,94%","205,07%","63,33%","268,27%","-136,28%","268,27%",,"48,41%","450,44%",,"15,61","-0,53","-0,37",,"-19,76","-18,54","19,08","-3 099,96",15 640 000,"32,12",-63 000,"-0,13","-162,47","-101,92","0,01","-3,08","0,18","0,01","0,16","-3,78","-2,09","1,07",341,1 275,"191,26",2,"0,98","8,01","0,87",343,-932,2025-05-01
MSM,2025/Q1,"2,30","1,78","0,24","16,90","13,45","0,30","0,54","7,60","1,16","3,53","6,24","0,46","8,13","11,62","10,51%","2,47%","3,99%","1,80%","6,89%","2,54%",,"5,49%","75,52%","62,48%","0,76","3,25","0,66","0,74","3,34","0,39","0,87","1,73",16 992 000,"9,17",5 218 000,"2,82","2,00","3,33","0,07","0,41","1,45","0,07","0,30","0,27","0,22","6,29",58,140,"2,43",150,"1,74","13,31","1,54",208,68,2025-05-01
MSP,2025/Q1,"9,41","1,63","-1,08",,"67,48","0,23","-0,03",,"-5,16",,"16,42","0,24","13,72","-513,08","-11,44%","-2,24%","-0,05%","-1,59%","-2,46%","-1,56%","2,82%","-0,07%","17,58%",,"0,71","3,61","0,15","6,44","0,80","0,22","1,18","0,58",67 353 000,"28,13",2 137 000,"0,89","0,49","0,56","0,01","0,67","0,88","0,01","0,57","-0,08","-0,06","4,58",80,153,"26,81",14,"2,95","3,35","1,57",94,-59,2025-05-01
MSW,2025/Q1,"3,56","2,00","-1,14",,"80,30","0,09","-0,40",,"-9,67",,"13,93","0,17","3,66","-34,77","-31,86%","-2,23%","-0,50%","-1,41%","-0,81%","-1,57%","3,76%","-0,79%","68,82%","-76,98%","0,92","13,18","1,84","1,54","0,74","0,20","1,26","0,33",878 084 000,"11,53",136 158 000,"1,79","0,26","0,74","0,08","0,84","0,92","0,08","0,39","-0,06","-0,04","5,55",66,169,"26,53",14,"2,18","5,65","1,57",80,-89,2025-05-01
MSZ,2025/Q1,"4,35","1,26","0,80","6,91","13,75","0,40","1,04","5,30","-0,17",,"4,81","0,35","3,68","4,63","18,28%","6,53%","7,54%","5,79%","3,96%","7,42%","13,28%","8,51%","115,18%",,"0,57","1,61","0,26","2,53","1,03","0,45","1,02","0,83",407 417 000,"4,21",-51 269 000,"-0,53","0,81","1,03","0,24","0,95","1,17","0,25","0,69","0,08","0,08","3,68",99,142,"12,36",30,"2,16","2,80","1,22",129,-13,2025-05-01
MTE,2023/Q3,"0,29","0,97","-0,03",,"0,02","13,61","-0,03",,"-0,02",,"0,28","13,47","-36,24","-9,69","-10,07%","-8,36%","-138,92%","-141,48%","-40,77%","-141,48%",,"-8,21%","-1 007,09%",,"0,16","0,20",,,,,"1,74","1,59",5 571 000,"-7,11",-294 000,"0,38","0,92","0,92","0,05","0,22","0,58","0,05","0,08","-0,07","-3,02","0,61",601,1 659,"1,48",246,"0,33","0,06","0,05",847,-812,2023-11-01
MTN,2025/Q1,"0,12","2,86","0,01","37,72","0,04","9,18","0,01","37,44","0,47","0,71","0,33","9,18","12,45","37,44","7,59%","1,57%","24,51%","24,33%","0,89%","24,33%",,"1,59%","-6,75%",,"0,04","0,20",,,,,"0,05","0,08",361 000,"0,87",-1 000,"-0,00","1,74","1,74","0,00","3,12","21,16","0,00","0,23","0,84","25,98","4,95",74,115,,,"0,08","0,49","0,07",,,2025-05-01
MVP,2025/Q1,"16,46","0,40","0,60","11,04","11,29","0,58","1,25","5,28","9,23","0,71","12,16","1,08","8,06","9,77","3,62%","1,59%","11,03%","5,28%","8,14%","7,11%","19,16%","3,33%","-62,48%",,"0,56","1,27","0,61","0,30","3,68","0,71","0,69","1,58",649 823 000,"10,34",232 355 000,"3,70","2,28","3,68","0,49","0,54","2,79","0,49","0,04","0,52","2,18","12,63",29,401,"0,39",941,"0,35","1,44","0,28",970,569,2025-05-01
MVR,2025/Q1,"0,02","40,23","0,02","40,89","0,00","578,72","0,02","39,81","0,02","37,43","0,70","579,95","39,89","39,89","98,40%","52,27%","1 453,85%","1 415,38%","-1 169,23%","1 415,38%",,"53,69%","-391,49%",,"0,43","0,81",,,,,"0,43",,-148 000,"-0,78",16 000,"0,08",,,,"2,24","2,33","1,98","0,33","0,57","1,22","0,11",3 432,9 062,,,"0,03",,"0,03",,,2025-05-01
MWT,2025/Q1,"9,03","0,39","-1,10",,"0,26","13,28","-1,42",,"4,56","0,76","-1,44","-5,49","1,16","1,02","-12,18%","-11,07%","-540,06%","-419,73%","-540,06%","-495,37%",,"-14,24%","311,65%","-110,92%","0,09","0,10","0,01","57,71","2,03","0,92","0,16","0,33",-10 892 000,"3,43",-12 554 000,"3,96","2,02","2,03","6,25","6,60","6,60","6,25","0,01","0,47","3,08","0,62",588,957,,,"0,05","0,06","0,03",,,2025-05-01
MXC,2025/Q1,"19,66","0,41","-1,33",,"40,20","0,20","-0,76",,"15,61","0,51","13,22","0,33","-28,11","-17,35","-6,75%","-4,52%","-1,90%","-3,30%","-1,22%","-3,90%",,"-2,60%","-101,04%","-11,20%","0,34","0,51","0,01","8,26","5,30","0,68","0,39","2,05",24 579 000,"-19,35",14 150 000,"-11,14","5,25","5,30","0,09","0,85","2,61","0,09","0,76","0,54","0,39","5,29",69,86,"2,35",155,"1,55","10,69","1,35",224,138,2025-05-01
